Year,Make,Model,Condition,Price,Stock_#,Mileage,Comfort_Rating,Interior_Design_Rating,Performance_Rating,Value_For_Money_Rating,Exterior_Styling_Rating,Reliability_Rating,State,Seller_Type
2023,Honda,Passport TrailSport,New,"$45,580 ",PB001145,4,,,,,,,MD,Dealer
2023,Honda,Odyssey Touring,New,"$46,290 ",K3023385,–,5,5,4,4,4,5,MD,Dealer
2020,Honda,Pilot LX,Used,"$29,690 ",HLB010463,29620,4.6,4.5,4.2,4.1,4.5,4.1,FL,Dealer
2022,Honda,Accord Sport 1.5T,Honda Certified,"$29,314 ",NA044112,5391,5,5,5,5,5,5,FL,Dealer
2023,Honda,Accord EX,New,"$30,705 ",E1729,10,,,,,,,FL,Dealer
2019,Honda,Civic Type R Touring,Used,"$36,399 ",S056118C,33285,4.6,4.7,5,4.8,4.8,4.8,FL,Dealer
2022,Honda,CR-V Hybrid Touring,New,"$37,975 ",X11395,10,4.6,4.9,4.5,4.6,4.8,4.7,FL,Dealer
2019,Honda,Fit LX,Used,"$17,999 ",23139A,40335,4.6,4.6,4.7,4.8,4.8,4.8,NY,Dealer
2022,Honda,Accord Sport 2.0T,New,"$35,545 ",NA19178,0,5,5,5,5,5,5,PA,Dealer
2022,Honda,CR-V Special Edition,Used,"$31,295 ",28279,14151,4.9,4.8,4.7,4.8,4.7,4.9,NJ,Dealer
2023,Honda,Civic Si Base,New,"$30,050 ",230209,10,,,,,,,CT,Dealer
2016,Honda,Pilot LX,Used,"$15,499 ",22534,166120,4.7,4.6,4.5,4.4,4.6,4.6,CT,Dealer
2008,Honda,Ridgeline RTL,Used,"$10,995 ",E22018,130715,4.7,4.5,4.3,4.5,4.4,4.7,CT,Dealer
2023,Honda,Civic Sport,New,"$26,940 ",23065,6,,,,,,,CT,Dealer
2018,Honda,Civic Si,Used,"$18,060 ",SM17310A,115622,4.7,4.7,4.8,4.8,4.9,4.8,NH,Dealer
2022,Honda,Passport Elite,Used,"$42,276 ",TP1846,3623,5,5,4.9,5,4.9,5,MA,Dealer
2019,Honda,Passport EX-L,Used,"$31,823 ",37770A,9494,4.8,4.7,4.7,4.6,4.7,4.8,MA,Dealer
2022,Honda,Pilot Special Edition,New,"$44,205 ",H221854,1,5,5,5,5,5,5,MA,Dealer
2019,Honda,Passport Sport,Honda Certified,"$27,987 ",B8226,25261,4.8,4.7,4.7,4.6,4.7,4.8,NH,Dealer
2021,Honda,Passport EX-L,Honda Certified,"$36,465 ",49362B,9121,4.9,4.7,4.8,4.6,4.8,4.8,MA,Dealer
2018,Honda,Clarity Plug-In Hybrid Touring,Used,"$26,906 ",JC011391P,44095,4.8,4.7,4.6,4.6,4.4,4.7,CA,Dealer
2022,Honda,CR-V Touring,New,Not Priced,2555,5,4.9,4.8,4.7,4.8,4.7,4.9,CA,Dealer
2023,Honda,Odyssey Touring,New,"$46,290 ",5734145,–,5,5,4,4,4,5,CA,Dealer
2018,Honda,Clarity Plug-In Hybrid Touring,Used,"$23,999 ",M377289,55217,4.8,4.7,4.6,4.6,4.4,4.7,,
2022,Honda,Accord Sport 1.5T,New,"$28,923 ",NA089685,9,5,5,5,5,5,5,CA,Dealer
2021,Honda,Accord Hybrid EX-L,Honda Certified,"$33,571 ",785441,14372,4.7,4.5,4.5,4.4,4.6,4.4,NV,Dealer
2015,Honda,Pilot EX-L,Used,"$18,955 ",Q2679,74208,4.8,4.7,4.7,4.8,4.6,4.9,AZ,Dealer
1998,Honda,Accord EX,Used,"$4,995 ",35820W,144454,4.3,4.1,4.2,4.6,4.1,4.5,OR,Dealer
2019,Honda,Passport Sport,Used,"$27,998 ",23X30A,28631,4.8,4.7,4.7,4.6,4.7,4.8,WA,Dealer
2022,Honda,Accord Sport 2.0T,Used,"$32,440 ",T009756,6600,5,5,5,5,5,5,CO,Dealer
2018,Honda,HR-V LX,Used,"$17,998 ",P8045,76321,4.7,4.5,4.7,4.6,4.8,4.8,CO,Dealer
2023,Honda,Ridgeline RTL-E,New,"$50,019 ",PB002601,21,5,4.8,4.8,4.2,5,5,CO,Dealer
2022,Honda,Pilot Sport,New,"$37,171 ",NB037538,5,5,5,5,5,5,5,WA,Dealer
2022,Honda,Pilot Sport,New,"$41,375 ",229331,6,5,5,5,5,5,5,WA,Dealer
2020,Honda,Odyssey EX-L,Used,"$35,000 ",T224263B,45669,4.8,4.8,4.7,4.6,4.7,4.7,TX,Dealer
2023,Honda,Ridgeline RTL-E,New,"$49,320 ",HP045,5,5,4.8,4.8,4.2,5,5,OK,Dealer
2019,Honda,Insight EX,Used,"$24,995 ",V1911A,27122,4.6,4.8,4.5,4.7,4.8,4.8,TX,Dealer
2023,Honda,CR-V EX-L,New,"$35,400 ",H300616,13,5,5,5,4,4,5,TX,Dealer
2022,Honda,Accord Sport 1.5T,New,"$27,961 ",NA090913,12,5,5,5,5,5,5,TX,Dealer
1998,Honda,Prelude,Used,"$18,998 ",P2480,28921,4.3,4.7,4.7,4.6,4.6,4.7,NE,Dealer
2021,Honda,CR-V Hybrid EX,Used,"$31,619 ",3001000,39836,4.8,4.8,4.8,4.7,4.8,4.8,NE,Dealer
2021,Honda,Pilot Elite,New,"$49,840 ",M0370,3,4.9,4.8,4.8,4.7,4.7,4.8,MO,Dealer
2013,Honda,CR-V EX-L,Used,"$18,695 ",1660032164,89690,4.5,4.5,4.5,4.5,4.5,4.6,MO,Dealer
2023,Honda,Pilot TrailSport,New,"$56,372 ",PB001851,31,,,,,,,AR,Dealer
2023,Honda,HR-V Sport,New,"$27,195 ",41986-35,5,4,5,4,5,5,5,TX,Dealer
2017,Honda,Fit EX,Used,"$14,985 ",3708064,61386,4.5,4.5,4.5,4.6,4.6,4.8,ND,Dealer
2021,Honda,Ridgeline Sport,Used,"$37,880 ",30133,13403,4.9,4.7,4.7,4.5,4.9,4.6,MO,Dealer
2018,Honda,Ridgeline Black,Used,"$31,994 ",JB003192,58532,4.9,4.8,4.8,4.6,4.8,4.9,AR,Dealer
2017,Honda,Ridgeline RTL,Used,"$22,995 ",HB011152,109266,4.8,4.7,4.7,4.4,4.7,4.7,MO,Dealer
2018,Honda,Pilot Elite,Used,"$32,499 ",P19046,58134,4.7,4.6,4.7,4.5,4.6,4.7,MN,Dealer
2022,Honda,HR-V EX-L,Used,"$26,998 ",JP10388A,14120,3.8,3.2,3.6,3.6,4.2,4.2,MN,Dealer
2019,Honda,Odyssey EX-L,Honda Certified,"$37,490 ",P12876,36293,4.8,4.6,4.5,4.3,4.7,4.5,MN,Dealer
2023,Honda,CR-V EX-L,New,"$36,900 ",Q3083,387,5,5,5,4,4,5,MN,Dealer
2019,Honda,Odyssey,Honda Certified,"$36,590 ",P13168,31099,4.8,4.6,4.5,4.3,4.7,4.5,MN,Dealer
2022,Honda,Pilot Touring 8-Passenger,Used,"$38,995 ",H7060A,39997,5,5,5,5,5,5,LA,Dealer
2022,Honda,HR-V EX-L,Used,"$28,970 ",X5632,14999,3.8,3.2,3.6,3.6,4.2,4.2,MO,Dealer
2023,Honda,CR-V EX-L,New,"$37,510 ",23H232,0,5,5,5,4,4,5,IA,Dealer
2019,Honda,CR-V LX,Used,"$24,995 ",1C087A,44469,4.8,4.8,4.7,4.7,4.8,4.8,IL,Dealer
2023,Honda,Ridgeline RTL-E,New,"$44,025 ",PB015993,5,5,4.8,4.8,4.2,5,5,LA,Dealer
2022,Honda,Accord Sport 1.5T,New,"$29,766 ",H21210,5,5,5,5,5,5,5,IL,Dealer
2022,Honda,Accord Sport 1.5T,New,"$29,470 ",98401,12,5,5,5,5,5,5,IL,Dealer
2023,Honda,Civic Sport Touring,New,"$32,500 ",30271,3,,,,,,,IL,Dealer
2023,Honda,CR-V EX-L,New,"$36,900 ",P1692,6,5,5,5,4,4,5,IL,Dealer
2022,Honda,Passport TrailSport,Used,"$39,684 ",W18127,8209,5,5,4.9,5,4.9,5,IN,Dealer
2022,Honda,Accord Sport 1.5T,New,"$30,470 ",22889,3,5,5,5,5,5,5,IL,Dealer
2022,Honda,Accord Sport 1.5T,New,"$30,075 ",H28236,4,5,5,5,5,5,5,IL,Dealer
2021,Honda,Pilot EX-L,Used,"$34,694 ",P9875,24685,4.9,4.8,4.8,4.7,4.7,4.8,WI,Dealer
2022,Honda,Accord Hybrid Sport,New,"$32,560 ",L61143,3,4.9,5,5,4.9,4.9,5,IL,Dealer
2022,Honda,Accord Sport 1.5T,New,"$30,075 ",C17640,3,5,5,5,5,5,5,IL,Dealer
2023,Honda,HR-V Sport,New,"$28,645 ",N11712,3,4,5,4,5,5,5,IL,Dealer
2023,Honda,HR-V Sport,New,"$28,645 ",N11713,3,4,5,4,5,5,5,IL,Dealer
2023,Honda,HR-V Sport,New,"$29,695 ",41479-31,–,4,5,4,5,5,5,IN,Dealer
2019,Honda,Ridgeline RTL-T,Used,"$27,988 ",9357,79967,4.9,4.8,4.8,4.6,4.7,4.9,TN,Dealer
2023,Honda,Pilot Elite,New,"$53,375 ",230197,15,,,,,,,AL,Dealer
2022,Honda,Odyssey Touring,Used,"$43,267 ",3L635A,4551,4.3,4.4,4.3,4.1,4.3,4.3,IN,Dealer
2023,Honda,Pilot TrailSport,New,"$51,845 ",23331,0,,,,,,,IN,Dealer
2016,Honda,Odyssey Touring Elite,Used,"$25,440 ",38434A,80026,4.8,4.6,4.7,4.6,4.7,4.8,KY,Dealer
2020,Honda,HR-V Sport,Used,"$20,500 ",LM707134,43371,4.7,4.8,4.7,4.8,4.8,4.7,OH,Dealer
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,395 ",9981,11,5,3,4,4,5,5,GA,Dealer
2022,Honda,Pilot EX-L,Used,"$38,900 ",62392B,9649,5,5,5,5,5,5,OH,Dealer
2022,Honda,Ridgeline Black Edition,New,"$50,060 ",NB032616,5,5,4.9,4.9,4.3,4.7,5,GA,Dealer
2017,Honda,Pilot EX,Used,"$19,195 ",1030265535,124892,4.8,4.7,4.7,4.6,4.7,4.7,GA,Dealer
2022,Honda,Passport TrailSport,New,"$44,948 ",NB019065,16,5,5,4.9,5,4.9,5,GA,Dealer
2022,Honda,Pilot Sport,New,"$41,770 ",B102863,3,5,5,5,5,5,5,GA,Dealer
2015,Honda,CR-V EX,Used,"$17,553 ",WFL108948,103098,4.4,4.4,4.3,4.3,4.6,4.5,OH,Dealer
2010,Honda,Fit Base (A5),Used,"$6,500 ",H222255A,147954,4.1,4.4,4.3,4.7,4.3,4.8,OH,Dealer
2022,Honda,CR-V EX,Used,"$29,999 ",SBP275,14791,4.9,4.8,4.7,4.8,4.7,4.9,OH,Dealer
2022,Honda,Pilot TrailSport,New,"$45,930 ",Y220429,5745,5,5,5,5,5,5,OH,Dealer
2019,Honda,Pilot EX-L,Used,"$29,700 ",P44992,23334,4.8,4.7,4.7,4.6,4.7,4.8,OH,Dealer
2015,Honda,Civic LX,Used,"$12,295 ",E704103,110984,4.6,4.6,4.6,4.7,4.6,4.8,OH,Dealer
2015,Honda,Civic LX,Used,"$16,405 ",P3963,22991,4.6,4.6,4.6,4.7,4.6,4.8,OH,Dealer
2020,Honda,Accord Hybrid Touring,Used,"$31,980 ",535023B,57172,4.7,4.8,4.5,4.6,4.7,4.8,SC,Dealer
2022,Honda,Accord Sport 1.5T,New,Not Priced,302741,7,5,5,5,5,5,5,SC,Dealer
2023,Honda,CR-V Hybrid Sport,New,"$38,326 ",Q00724,1,5,3,4,4,5,5,NC,Dealer
2023,Honda,Odyssey Elite,New,"$51,114 ",H23086,10,5,5,4,4,4,5,WV,Dealer
2020,Honda,Civic Si Base,Used,"$26,000 ",TR20CIVICSI,40436,4.8,4.8,4.8,4.8,4.9,4.9,PA,Dealer
2021,Honda,Accord Sport SE 1.5T,Used,"$25,998 ",MA032384,9185,4.9,4.8,4.8,4.8,4.9,4.8,SC,Dealer
2010,Honda,Accord LX,Used,"$11,497 ",155649,99898,4.3,4.4,4.4,4.4,4.5,4.6,GA,Dealer
2021,Honda,HR-V Sport,Honda Certified,"$25,241 ",MM734223,20078,4.7,4.6,4.6,4.7,4.7,4.8,FL,Dealer
2021,Honda,Passport Touring,Used,"$33,988 ",C231650A,44193,4.9,4.7,4.8,4.6,4.8,4.8,FL,Dealer
2022,Honda,Pilot Special Edition,New,"$44,600 ",CHA220628,12,5,5,5,5,5,5,FL,Dealer
2022,Honda,Accord Sport 2.0T,New,"$37,991 ",N11130,1,5,5,5,5,5,5,NC,Dealer
2020,Honda,Pilot EX-L,Honda Certified,"$35,490 ",UH13333,36235,4.6,4.5,4.2,4.1,4.5,4.1,NY,Dealer
2021,Honda,HR-V LX,Used,"$24,322 ",HC22L098,16722,4.7,4.6,4.6,4.7,4.7,4.8,NY,Dealer
2022,Honda,Accord Sport 1.5T,New,"$29,470 ",3117064,0,5,5,5,5,5,5,MD,Dealer
2023,Honda,Civic Si Base,New,"$39,999 ",230463,5,,,,,,,FL,Dealer
2020,Honda,Pilot EX,Used,"$26,995 ",LB023505,39260,4.6,4.5,4.2,4.1,4.5,4.1,FL,Dealer
2023,Honda,Civic Si Base,New,"$29,595 ",N471900,12,,,,,,,FL,Dealer
2023,Honda,Odyssey Sport,New,"$42,705 ",H34566,10,5,5,4,4,4,5,VA,Dealer
2019,Honda,Passport Touring,Used,"$29,590 ",2001953838,55658,4.8,4.7,4.7,4.6,4.7,4.8,,
2007,Honda,Pilot EX-L,Used,"$5,799 ",MNV527631,193213,4.6,4.4,4.4,4.5,4.4,4.5,NJ,Dealer
2023,Honda,Civic Sport Touring,New,"$32,040 ",23-0165,2,,,,,,,NY,Dealer
2020,Honda,Pilot EX-L,Used,"$30,683 ",225249A,42666,4.6,4.5,4.2,4.1,4.5,4.1,NY,Dealer
2019,Honda,Odyssey EX-L,Used,"$32,900 ",41954A,32789,4.8,4.6,4.5,4.3,4.7,4.5,VT,Dealer
2019,Honda,Odyssey EX-L,Used,"$27,995 ",R23048A,77899,4.8,4.6,4.5,4.3,4.7,4.5,VT,Dealer
2023,Honda,Ridgeline Black Edition,New,"$46,575 ",PB018995,8,5,4.8,4.8,4.2,5,5,CT,Dealer
2021,Honda,Passport Elite,Used,"$35,688 ",U998,16200,4.9,4.7,4.8,4.6,4.8,4.8,VT,Dealer
2022,Honda,Passport TrailSport,Used,"$38,900 ",AB5052,566,5,5,4.9,5,4.9,5,MA,Dealer
2023,Honda,Ridgeline Black Edition,New,"$47,920 ",PB006542R,10,5,4.8,4.8,4.2,5,5,MA,Dealer
2023,Honda,Civic Sport,New,"$26,940 ",HH151859,10,,,,,,,ME,Dealer
2022,Honda,Pilot EX-L,Used,"$37,999 ",TNB007864,11709,5,5,5,5,5,5,CA,Dealer
2022,Honda,CR-V EX,New,"$30,555 ",221263,0,4.9,4.8,4.7,4.8,4.7,4.9,CA,Dealer
2022,Honda,Accord Sport 1.5T,New,"$29,371 ",NA116361,8,5,5,5,5,5,5,NV,Dealer
2001,Honda,S2000,Used,"$31,698 ",54AG157P,33276,4.1,4.4,5,4.9,5,5,,
2022,Honda,Pilot Sport,New,"$41,770 ",H98698,5,5,5,5,5,5,5,CA,Dealer
2017,Honda,Civic EX,Used,"$20,998 ",23664287,80371,4.7,4.7,4.8,4.8,4.8,4.8,CA,Dealer
2023,Honda,Pilot Sport,New,"$42,940 ",78821,93,,,,,,,NV,Dealer
2017,Honda,Pilot EX-L,Used,"$27,797 ",1050191125,72661,4.8,4.7,4.7,4.6,4.7,4.7,AZ,Dealer
2021,Honda,Passport Sport,Honda Certified,"$30,025 ",839635,15897,4.9,4.7,4.8,4.6,4.8,4.8,AZ,Dealer
2018,Honda,Accord Sport,Used,"$24,195 ",5217T,50298,4.8,4.8,4.7,4.7,4.8,4.8,UT,Dealer
2023,Honda,Ridgeline RTL-E,New,"$46,075 ",R0156,10,5,4.8,4.8,4.2,5,5,NM,Dealer
2023,Honda,CR-V EX-L,New,"$37,450 ",230187,0,5,5,5,4,4,5,NM,Dealer
2021,Honda,Passport Touring,Used,"$39,488 ",MB039004,13890,4.9,4.7,4.8,4.6,4.8,4.8,OR,Dealer
2021,Honda,Pilot Touring 8-Passenger,Used,"$40,995 ",2288540,28057,4.9,4.8,4.8,4.7,4.7,4.8,CO,Dealer
2021,Honda,Civic LX,Used,"$25,985 ",F73940,19384,4.6,4.7,4.7,4.6,4.8,4.6,CO,Dealer
2023,Honda,Ridgeline RTL,New,"$41,016 ",12943,–,5,4.8,4.8,4.2,5,5,WA,Dealer
2019,Honda,Civic LX,Used,"$19,490 ",KE205090,41799,4.8,4.8,4.9,4.8,4.9,4.9,WA,Dealer
2022,Honda,Passport TrailSport,New,"$47,060 ",W7112,5,5,5,4.9,5,4.9,5,NE,Dealer
2022,Honda,Pilot Special Edition,Used,"$37,651 ",031987A,10406,5,5,5,5,5,5,TX,Dealer
2020,Honda,Odyssey EX-L,Used,"$29,588 ",GM0165,54555,4.8,4.8,4.7,4.6,4.7,4.7,TX,Dealer
2016,Honda,Accord EX-L,Used,"$17,527 ",130956,81594,4.8,4.7,4.7,4.7,4.8,4.8,TX,Dealer
2023,Honda,Pilot EX-L 7-Passenger,New,"$45,695 ",AH1645,–,,,,,,,OK,Dealer
2021,Honda,CR-V Hybrid EX-L,Used,"$35,842 ",ME037204A,17163,4.8,4.8,4.8,4.7,4.8,4.8,TX,Dealer
2023,Honda,CR-V Hybrid Sport,New,"$33,695 ",PH704331,5,5,3,4,4,5,5,TX,Dealer
2022,Honda,Civic Si Base,Used,"$28,773 ",NH470129,14077,4.2,4,4.5,4.2,4.5,5,TX,Dealer
2018,Honda,Clarity Plug-In Hybrid Base,Honda Certified,"$28,375 ",A7000421,27132,4.8,4.7,4.6,4.6,4.4,4.7,MO,Dealer
2023,Honda,CR-V EX,New,"$34,355 ",P0196,2,5,5,5,4,4,5,MO,Dealer
2018,Honda,Clarity Plug-In Hybrid Touring,Used,"$26,995 ",KP2855A,43116,4.8,4.7,4.6,4.6,4.4,4.7,MO,Dealer
2016,Honda,Accord LX,Used,"$16,500 ",4171380,93774,4.8,4.7,4.7,4.7,4.8,4.8,MO,Dealer
2017,Honda,Ridgeline RTL,Used,"$26,950 ",P10586,99308,4.8,4.7,4.7,4.4,4.7,4.7,MO,Dealer
2022,Honda,Insight EX,Honda Certified,"$27,774 ",DDN010094,14860,,,,,,,IA,Dealer
2016,Honda,Odyssey EX-L,Used,"$20,252 ",0779A,101355,4.8,4.6,4.7,4.6,4.7,4.8,IA,Dealer
2021,Honda,Insight Touring,Used,"$29,347 ",ME009389,31165,5,5,5,5,5,5,AR,Dealer
2020,Honda,Insight EX,Used,"$21,995 ",LE008265,49005,4.5,4.8,4.5,4.8,4.9,5,AR,Dealer
2022,Honda,CR-V EX-L,Used,"$37,085 ",FA02050,2401,4.9,4.8,4.7,4.8,4.7,4.9,MN,Dealer
2022,Honda,Pilot Special Edition,Honda Certified,"$42,990 ",P13172,10617,5,5,5,5,5,5,MN,Dealer
2019,Honda,Insight Touring,Honda Certified,"$23,492 ",P292101,74011,4.6,4.8,4.5,4.7,4.8,4.8,MN,Dealer
2018,Honda,Civic LX,Used,"$19,997 ",253347B,54830,4.7,4.7,4.8,4.8,4.9,4.8,MN,Dealer
2018,Honda,Civic EX,Used,"$26,970 ",44080,47740,4.7,4.7,4.8,4.8,4.9,4.8,IA,Dealer
2022,Honda,Passport EX-L,New,"$44,665 ",S37235,–,5,5,4.9,5,4.9,5,MO,Dealer
2021,Honda,Pilot EX-L,Used,"$36,529 ",X6232B,31324,4.9,4.8,4.8,4.7,4.7,4.8,IA,Dealer
2012,Honda,Odyssey EX,Used,"$10,000 ",H016767,148720,4.7,4.6,4.6,4.4,4.5,4.7,WI,Dealer
2022,Honda,Civic Si Base,Honda Certified,"$33,000 ",P474867,2269,4.2,4,4.5,4.2,4.5,5,LA,Dealer
2022,Honda,Pilot Sport,New,"$40,975 ",220686,5,5,5,5,5,5,5,LA,Dealer
2018,Honda,HR-V EX,Used,"$19,952 ",9JG708768,70632,4.7,4.5,4.7,4.6,4.8,4.8,IL,Dealer
2022,Honda,Pilot EX-L,New,"$44,000 ",NB104756,10,5,5,5,5,5,5,WI,Dealer
2023,Honda,Odyssey EX-L,New,"$42,250 ",40T425,5,5,5,4,4,4,5,IL,Dealer
2023,Honda,Passport TrailSport,New,"$44,895 ",S12183,2,,,,,,,IL,Dealer
1999,Honda,Prelude Type SH,Used,"$18,800 ",11337,74213,4.1,4.4,4.8,4.3,4.7,4.5,IL,Dealer
2022,Honda,Ridgeline RTL-E,Honda Certified,"$41,998 ",1298,13344,5,4.9,4.9,4.3,4.7,5,WI,Dealer
2023,Honda,Pilot Elite,New,"$53,375 ",P2133,1,,,,,,,IL,Dealer
2023,Honda,CR-V EX-L,New,"$36,900 ",40095-64,0,5,5,5,4,4,5,WI,Dealer
2022,Honda,Accord Sport 1.5T,New,"$30,470 ",L61185,1,5,5,5,5,5,5,IL,Dealer
2020,Honda,Accord EX-L 2.0T,Used,"$27,986 ",SP008604,83491,4.8,4.8,4.8,4.8,4.9,4.9,AL,Dealer
2018,Honda,CR-V EX,Used,"$22,500 ",F12312,62442,4.8,4.7,4.7,4.6,4.7,4.7,KY,Dealer
2023,Honda,Passport EX-L,New,"$42,790 ",1900549,10,,,,,,,TN,Dealer
2016,Honda,Odyssey EX-L,Used,"$18,888 ",GB027574,129941,4.8,4.6,4.7,4.6,4.7,4.8,IN,Dealer
2019,Honda,Accord Hybrid Touring,Used,"$30,686 ",KA009135,47340,4.5,4.5,3.9,3.9,4.6,4.4,GA,Dealer
2022,Honda,Accord Sport SE,New,"$31,960 ",NA120150,5,5,5,5,5,5,5,GA,Dealer
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,240 ",H23053,5,5,3,4,4,5,5,MI,Dealer
2023,Honda,Odyssey Touring,New,"$45,945 ",PB035735,16,5,5,4,4,4,5,MI,Dealer
2020,Honda,Passport EX-L,Honda Certified,"$31,611 ",W20834A,44380,4.9,4.8,4.8,4.6,4.8,4.8,OH,Dealer
2022,Honda,Passport TrailSport,Honda Certified,"$38,400 ",PNB000445,28234,5,5,4.9,5,4.9,5,OH,Dealer
2021,Honda,Passport Elite,Used,"$39,800 ",PM727452A,14371,4.9,4.7,4.8,4.6,4.8,4.8,OH,Dealer
2020,Honda,Passport Sport,Honda Certified,"$29,977 ",33110H,20566,4.9,4.8,4.8,4.6,4.8,4.8,OH,Dealer
2020,Honda,Passport EX-L,Used,"$32,990 ",MZ2005,29950,4.9,4.8,4.8,4.6,4.8,4.8,OH,Dealer
2019,Honda,Passport Sport,Used,"$27,865 ",21HP,34987,4.8,4.7,4.7,4.6,4.7,4.8,OH,Dealer
2022,Honda,Civic Si Base (M6),Used,"$33,475 ",Y011990A,3487,4.2,4,4.5,4.2,4.5,5,WV,Dealer
2023,Honda,Civic EX,New,"$32,576 ",Q05644,0,,,,,,,NC,Dealer
2023,Honda,Ridgeline RTL-E,New,"$46,075 ",913496,8,5,4.8,4.8,4.2,5,5,FL,Dealer
2019,Honda,Passport EX-L,Used,"$27,990 ",72P847,29583,4.8,4.7,4.7,4.6,4.7,4.8,FL,Dealer
2019,Honda,Passport Touring,Used,"$30,377 ",W235323B,35689,4.8,4.7,4.7,4.6,4.7,4.8,FL,Dealer
2018,Honda,Clarity Plug-In Hybrid Base,Used,"$22,928 ",CHA220581,62679,4.8,4.7,4.6,4.6,4.4,4.7,FL,Dealer
2018,Honda,Accord Hybrid EX-L,Used,"$28,214 ",22166A,18064,4.7,4.9,4.5,4.5,4.9,4.9,FL,Dealer
2019,Honda,Civic EX,Used,"$26,788 ",422941,29920,4.8,4.8,4.9,4.8,4.9,4.9,NC,Dealer
2022,Honda,Pilot Sport,New,"$45,310 ",N11366,0,5,5,5,5,5,5,NC,Dealer
2021,Honda,Pilot Touring 8-Passenger,Used,"$36,216 ",STK069958,42740,4.9,4.8,4.8,4.7,4.7,4.8,NY,Dealer
2010,Honda,CR-V EX-L,Used,"$9,983 ",11355,112776,4.5,4.6,4.4,4.7,4.5,4.8,VA,Dealer
2021,Honda,Passport EX-L,Used,"$28,997 ",EP11046,39268,4.9,4.7,4.8,4.6,4.8,4.8,MD,Dealer
2023,Honda,Civic EX,New,"$28,000 ",PH304453,5,,,,,,,FL,Dealer
2022,Honda,Pilot Special Edition,New,"$40,205 ",NB026318,7,5,5,5,5,5,5,FL,Dealer
2013,Honda,Ridgeline Sport,Used,"$18,000 ",H22655,91865,4.8,4.5,4.6,4.6,4.6,4.9,PA,Dealer
2015,Honda,CR-V EX,Used,"$17,599 ",23640A,90178,4.4,4.4,4.3,4.3,4.6,4.5,NY,Dealer
2019,Honda,Passport EX-L,Used,"$28,590 ",2002002167,50173,4.8,4.7,4.7,4.6,4.7,4.8,,
2022,Honda,Ridgeline RTL-E,Honda Certified,"$41,428 ",52006A,14166,5,4.9,4.9,4.3,4.7,5,NJ,Dealer
2022,Honda,CR-V EX-L,Used,"$33,496 ",MU2579A,18772,4.9,4.8,4.7,4.8,4.7,4.9,NY,Dealer
2023,Honda,Civic Si Base,New,"$29,195 ",PH471536,4,,,,,,,NJ,Dealer
2023,Honda,Civic Touring,New,"$31,145 ",PH305156,40,,,,,,,NJ,Dealer
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,240 ",64224,1,5,3,4,4,5,5,NJ,Dealer
2022,Honda,Civic EX,Used,"$29,376 ",A5318PL,11810,4.6,4.9,4.4,4.6,4.6,4.7,NY,Dealer
2022,Honda,Pilot Touring 7-Passenger,New,"$48,860 ",221712,10,5,5,5,5,5,5,NY,Dealer
2023,Honda,CR-V Hybrid Sport,New,Not Priced,23197,3,5,3,4,4,5,5,NY,Dealer
2016,Honda,CR-V EX,Used,"$19,265 ",G23026B,84891,4.6,4.5,4.6,4.6,4.7,4.7,NH,Dealer
2019,Honda,Passport Touring,Used,"$30,795 ",H22233A,31908,4.8,4.7,4.7,4.6,4.7,4.8,NH,Dealer
2019,Honda,Passport Touring,Used,"$26,195 ",RC20606A,72513,4.8,4.7,4.7,4.6,4.7,4.8,NH,Dealer
2019,Honda,Passport Sport,Used,"$26,500 ",MH1513X,48282,4.8,4.7,4.7,4.6,4.7,4.8,MA,Dealer
2019,Honda,Passport Touring,Used,"$33,997 ",M6925A,18526,4.8,4.7,4.7,4.6,4.7,4.8,MA,Dealer
2023,Honda,Civic Sport,New,"$26,600 ",35033,4,,,,,,,MA,Dealer
2021,Honda,Pilot Special Edition,Used,"$36,888 ",221127A,17692,4.9,4.8,4.8,4.7,4.7,4.8,MA,Dealer
2018,Honda,Civic LX,Used,"$16,498 ",U6559A,85930,4.7,4.7,4.8,4.8,4.9,4.8,MA,Dealer
2019,Honda,Insight Touring,Used,"$27,277 ",P64691,16793,4.6,4.8,4.5,4.7,4.8,4.8,CA,Dealer
2023,Honda,Civic EX-L,New,"$28,845 ",PE002133,5,,,,,,,CA,Dealer
2018,Honda,Odyssey Touring,Used,"$29,998 ",23757931,69766,4.8,4.7,4.6,4.3,4.7,4.6,CA,Dealer
2011,Honda,Odyssey EX,Used,"$15,990 ",2002006255,85576,4.8,4.7,4.5,4.4,4.6,4.6,,
2022,Honda,Accord Hybrid Touring,New,"$38,685 ",5740210A,–,4.9,5,5,4.9,4.9,5,CA,Dealer
2016,Honda,Pilot EX-L w/ Navigation,Used,"$24,500 ",24633,44960,4.7,4.6,4.5,4.4,4.6,4.6,AZ,Dealer
2017,Honda,Ridgeline Black Edition,Used,"$28,700 ",16566,87797,4.8,4.7,4.7,4.4,4.7,4.7,CA,Dealer
2014,Honda,CR-V LX,Used,"$16,999 ",701219,47863,4.5,4.5,4.5,4.5,4.6,4.7,AZ,Dealer
2017,Honda,Accord Hybrid Touring,Used,"$14,990 ",T60981A,145976,4.8,4.8,4.7,4.6,4.9,4.8,UT,Dealer
